income,age,employment_length,debt_to_income,credit_score,num_credit_lines,num_late_payments,loan_amount,loan_status
inf,448.1095814797226,6,0.035903815580051845,564,9,3,6162.297087275503,0
inf,553.7375931772584,14,0.11701544488797833,792,3,0,5088.654228773878,0
inf,534.0373506387552,5,0.2817872129443931,850,6,5,5468.235851713086,0
inf,433.89145594212545,2,0.804424830166375,850,0,0,10667.02135893482,0
inf,592.0686535626263,6,0.06907670775958413,643,4,3,5100.421410502216,0
inf,257.51430741391005,5,0.913076454890754,688,2,9,5701.42592566275,1
inf,466.6825173660419,5,0.37790204622664103,784,4,1,5470.856426815555,0
inf,482.5208309932495,2,0.7729562149475346,539,6,6,10958.448634478395,0
inf,502.3158702478987,1,0.13235092570626736,850,10,7,5313.73252086576,0
inf,318.8785380092293,1,0.07423215011619078,527,11,1,5051.290297471468,0
inf,727.6128023375816,0,0.258451556868863,727,4,1,5639.963025315399,0
inf,591.3410862688502,3,0.3962878874041713,520,2,0,13529.324881054914,0
inf,598.9949809324847,0,0.326590820608735,500,2,0,7959.611432362523,0
inf,720.3706910692766,0,0.7087172866470857,850,8,1,18742.641202298888,0
inf,638.0141353888654,2,0.7043027111338076,582,5,0,231439.4748410072,0
inf,485.122135443798,3,0.10725634694851613,850,11,7,6378.86225665829,0
inf,380.8389674634696,0,0.1362180546277354,456,4,3,5105.820198024662,0
inf,630.0190112947981,6,0.5131179262079173,700,3,0,13656.777660753545,0
inf,587.0801047330503,5,0.48700726907410286,579,3,1,11811.540401624892,0
inf,618.5212842818344,2,0.7182777022702052,713,6,0,19029.920020163056,0
inf,689.0642425381271,2,0.33751584706336835,608,3,0,10399.796736998669,0
inf,450.45831913686175,4,0.20553584430085753,409,1,3,5500.133718430388,0
inf,409.851888109294,5,0.524142856959839,833,3,0,5393.848519666954,0
inf,589.7344323207818,5,0.5293129507319727,663,3,1,9313.555595267715,0
inf,741.0777723079921,1,0.2128888546098479,704,2,2,5169.625167179448,1
inf,539.2675022427443,3,0.7446329275742303,399,8,5,26300.428204397052,0
inf,545.7210297467212,4,0.4174372714340236,534,12,5,5073.816886037069,0
inf,572.674496148825,0,0.7786255270657396,615,9,5,12114.538075192297,0
inf,530.5280454562005,7,0.26976470430930327,528,0,2,5683.163309080487,0
inf,451.50610941390664,1,0.6792629364838301,300,5,5,33640.35366194323,0
inf,162.62760024278379,2,0.5534378537572366,652,12,1,7282.718195330795,1
inf,555.2452743797745,1,0.45860260378709744,810,0,1,6398.457132062037,0
inf,274.01501380788125,3,0.9959858896526899,639,3,8,7136.544525557631,1
inf,244.03116020563567,8,0.22912353395308646,552,14,2,9039.445645134467,1
inf,619.0355402355702,10,0.2055202029919153,790,1,1,5528.141460636195,1
inf,544.5191165367168,9,0.7054637093304892,571,8,6,7698.885449051754,0
inf,598.9851641104804,16,0.11031982186320344,558,5,1,5525.769696039441,1
inf,99.42109487414065,2,0.6407794564967336,675,11,2,5942.194571642139,1
inf,305.2072302695569,3,0.9063093080252653,717,0,5,8032.698829441641,1
inf,530.6901684581576,8,0.5154984831409332,850,0,2,6277.50516779556,0
inf,533.9741965844639,7,0.5103455193019392,672,1,1,7594.860415681715,0
inf,599.2563070414833,3,0.4165642783143031,658,1,0,9279.458940349352,0
inf,611.7784731433368,10,0.4814305639905289,558,3,0,16819.074093525676,0
inf,646.4188758656328,5,0.10069207340867722,677,0,0,5362.3546077511855,0
inf,599.6705655826366,3,0.0007554130863655639,488,0,0,5116.384877482187,0
inf,346.2947445897687,0,0.7300676955836375,682,1,2,9077.242539795021,1
inf,341.54763128720396,1,1.144513303786015,850,3,1,155642.6743996369,0
inf,392.07865096250475,2,1.4853614187455049,850,9,5,70389.73904823791,0
inf,486.71914090994426,5,0.5971635013628769,850,0,1,7182.5944824805665,1
inf,318.0145878952526,4,0.6081773045951462,718,4,0,5568.328617227018,1
inf,598.7749319779841,7,0.3145026636668479,782,0,0,5551.400103360209,0
inf,350.59543521039956,1,0.47012204284338044,466,1,5,5681.202708005077,0
inf,629.9307659492536,1,0.19476492540821838,766,1,3,5669.953258827001,0
inf,836.4445955750907,3,0.17531876663919005,631,1,5,8510.581935742419,1
inf,569.3157564288535,0,0.1784760613209986,508,0,0,6049.9826010650795,0
inf,586.0440431513844,4,0.1872119805454895,668,2,1,6197.103356843054,1
inf,678.021050708419,3,0.1017387015137132,461,1,0,6604.448164979189,0
inf,653.768800872248,1,0.31895935382513163,720,1,4,19446.27729736204,0
inf,459.07038058646424,6,0.4876622012155013,850,5,3,5678.470811883429,0
inf,389.4783828106005,4,0.2889677292612595,512,5,1,6764.550988583618,0
inf,556.7332060883709,8,0.30071571821344567,585,1,2,5660.977121447028,0
inf,475.1493161516061,0,0.9766872992512541,757,6,3,10811.547099798783,0
inf,617.0855426377431,4,0.14580322037009344,543,0,0,5635.9358153542,0
inf,417.9714632495718,6,0.9844938927448563,850,0,0,14342.70910555621,0
inf,530.5919361914932,2,0.16451821494087404,850,6,3,5284.77941111453,1
inf,425.02786125593445,4,0.692597434147648,755,0,2,6321.656908540949,1
inf,436.8805738369248,4,0.7364319628921963,850,1,1,9540.871764923073,0
inf,825.4033147149893,6,0.15627950539716123,418,8,0,8510.071305978508,0
inf,471.56513392536056,3,0.7219769278314905,782,0,1,15402.255398947396,1
inf,501.54210636062203,2,0.21255542621681556,440,0,3,5493.14137536266,0
inf,747.3057840000488,1,0.30380895789317447,570,6,0,8115.878332434484,0
inf,563.1389464872051,5,0.8314094080245003,803,6,1,13142.236325500162,0
inf,292.8590283558213,2,0.7594165537862734,758,0,7,5237.294382322548,1
inf,479.7444912139992,1,0.4827519769495149,473,2,4,6591.939238328496,0
inf,618.526021675383,2,0.17415740865262902,780,9,5,5363.866569823261,1
inf,582.2038463368758,1,1.0428269423420902,749,9,3,83319.01535498381,0
inf,543.1447354746017,8,0.3754441404161155,798,3,2,8075.099490427937,0
inf,681.8669031658652,1,0.2607256713916489,557,4,0,6111.995945583492,0
inf,345.5747235157683,8,0.07558860949127116,710,13,2,5382.190077427879,1
inf,387.9620100323328,6,0.4397664757225398,818,5,0,5304.127929932769,1
inf,297.2125162883654,4,0.42283453332741533,444,5,3,6558.950158532937,0
inf,340.5499134539566,0,0.7311009756153493,850,4,0,6920.615263314541,0
inf,555.9169912994471,1,0.13579410014212148,683,5,4,6251.346709640506,0
inf,515.5654698063295,0,0.3535586925428049,717,3,1,6924.960936447891,0
inf,828.467193137717,4,0.12773926816948322,710,0,4,6304.68200795704,1
inf,503.99131193333375,19,0.5852946742446296,610,3,3,7696.0659638119,0
inf,607.1774144914094,3,0.7900378823545375,850,4,1,15227.237079247416,0
inf,376.43165297340545,2,0.6728297833042315,801,2,2,6466.185083093622,1
inf,501.00980605033806,11,0.044577644238704695,812,10,6,5568.258172387471,0
inf,473.230402956952,0,0.6030623197327026,422,4,4,13264.272412171402,0
inf,621.9788184571748,12,0.37848777859849675,614,3,0,7062.003008665646,0
inf,268.22684212617514,4,0.8385523327738369,767,2,4,6403.877662942615,1
inf,578.572599946681,3,0.5027308399042456,493,4,2,13538.964095529072,0
inf,445.69161557839806,0,0.14984625687418332,606,5,1,5193.754889085363,0
inf,401.1284827187377,8,0.8657958016605656,727,0,2,45703.2956429272,1
inf,359.2113416207361,4,0.2767230863902256,438,2,5,5159.779314965264,0
inf,679.9003909126081,3,0.37742070895034247,772,2,2,8426.242273730304,0
inf,601.8363423180631,4,0.013656997773596358,748,7,5,6089.447875295184,0
inf,456.6630329311705,1,0.03106669673431789,611,7,1,5250.749480180086,0
inf,433.47548067455625,2,0.31382833277494027,441,0,4,5494.545080081797,0
inf,398.9100763270082,2,0.4528868788340812,834,7,3,6702.609700287093,0
inf,585.0323924908516,5,0.3230113325081768,530,1,0,8684.418890049961,0
inf,530.3771194700744,0,0.5711124739074245,845,2,3,15950.131829229578,1
inf,842.1349844794374,0,0.1912078753279226,850,2,6,5458.600648638762,1
inf,654.5428242102281,5,0.36177696375360596,564,9,6,5338.035471125325,0
inf,430.6215766406587,4,0.40418924710479476,533,1,2,6617.9509665339965,0
inf,158.32952182649416,11,0.79640215820646,711,5,5,6676.129086961656,1
inf,692.8392029982306,5,0.4095269533807082,588,5,0,12600.229672386122,1
inf,261.9524372115968,4,0.9020953590536087,612,1,2,12028.921239140614,1
inf,480.5082995014854,1,0.18425495522758595,784,6,1,5332.445117467214,1
inf,532.728704458772,5,0.37935463834824246,726,4,3,25624.469320749282,0
inf,456.717263371234,2,0.9752492549770628,850,2,0,33369.099037482796,0
inf,537.0405929732244,11,0.4185231839938952,725,0,0,7504.959644072898,0
inf,590.9976522546683,1,1.1676572242519188,814,13,6,32520.548516639687,1
inf,512.7607544387145,3,0.31324752022425223,516,0,1,6281.962621651612,0
inf,303.3366973520442,4,0.7741086372144583,727,4,0,16830.985629097773,1
inf,492.56371090467354,0,1.260043573560286,850,8,2,36604.178586659196,0
inf,491.8827251146199,0,0.3093572380636496,397,2,5,5547.802873382653,0
inf,502.4457174856698,0,0.7636161191369533,826,3,2,9504.16902942341,1
inf,699.8294918264309,6,0.17758995259652002,669,0,2,7124.217903093144,0
inf,347.0877385918936,5,0.6935355599777598,341,4,9,6640.9581108332795,0
inf,520.6401929525987,0,0.2830282448596631,524,1,1,7376.314381398512,0
inf,604.6258573078138,8,0.7981235524393322,496,12,7,11637.184354805811,0
inf,659.0588528435222,2,0.7157764937666513,623,8,1,28288.261430093757,0
inf,850.0596654245962,2,0.05052877895398561,788,0,5,6455.362865106572,1
inf,563.9252706760219,1,0.3880883336015509,529,2,2,7330.3869682538025,0
inf,498.3769690158015,0,0.0013302310347428348,724,11,5,6297.3560897248335,0
inf,459.94614353490283,4,0.0687185727193855,723,9,2,5481.242912610496,1
inf,398.8908805694013,14,0.5531895769328729,850,6,2,9156.438329860903,0
inf,362.2333797221361,5,1.4446226733096854,850,5,2,228153.9472183317,0
inf,751.1297820829634,3,0.09891991064226474,562,3,2,6611.300313194621,0
inf,831.9048649471307,4,0.3053324443562772,665,9,0,6916.353750059703,0
inf,664.2674915749599,6,0.17929344433392994,651,0,2,8252.897928354758,0
inf,291.69370920162373,10,0.5552902264958802,805,5,2,5195.315349028855,1
inf,289.5075956332212,7,0.7642811360957436,695,4,0,11639.311608983542,1
inf,444.89722173884445,6,0.8093792416302554,767,0,0,16689.22292285614,1
inf,376.3941144896782,9,0.4861321483984477,438,0,4,6524.375460908994,0
inf,439.1050612135681,6,0.7727335058621764,850,2,4,6336.75123468305,1
inf,375.323289690624,12,0.3518401536689473,496,4,1,6759.792719092507,0
inf,776.6381658006634,1,0.01763701413109403,697,1,1,5482.469299281677,1
inf,467.3126607157943,3,0.8203678960218035,850,2,2,39519.988101032846,0
inf,509.784370040392,7,0.20303586855545713,850,6,2,5278.8965216464385,1
inf,485.06535219283364,8,0.40386394235717515,433,0,0,17923.311859662615,0
inf,547.0616714724752,2,0.5908960465512814,770,0,1,15871.842851139978,0
inf,586.221165025534,8,0.6798180504085711,524,9,6,7809.466497726042,0
inf,641.7754107822228,4,0.003854957066533604,529,3,3,7291.83837134428,0
inf,665.0158294895714,7,0.40198177205332253,618,3,0,12655.290540965561,0
inf,876.0500776934948,0,0.9326312372711558,532,22,4,77765.6470449146,0
inf,215.83499132633523,4,0.7003617154946046,698,6,2,6431.9811186522875,1
inf,371.0121511692352,4,0.6959824344753218,317,5,8,7055.2315687034425,0
inf,465.02736423834705,9,0.5057207433250748,540,1,3,6950.3234915895,0
inf,587.9894549394146,5,0.05345293111007321,611,3,0,5613.329421467421,1
inf,468.4778104091397,0,0.49756015138563625,780,3,2,7178.155081471978,0
inf,297.85524832929474,7,0.7796005964686266,757,1,3,6034.553243372427,1
inf,534.9885765465848,6,0.6615853833804917,850,2,3,6705.639234841301,1
inf,363.04380461935807,5,1.127826801946302,384,11,11,21609.371754516374,0
inf,523.1588998794874,2,0.0430325551937934,487,6,2,5764.389950834843,0
inf,672.2503315865872,3,0.07300481053438312,794,3,2,5112.815118088244,1
inf,478.1296594212566,0,0.6113667845165005,645,1,2,11939.095005038762,0
inf,554.9671391655498,8,0.11824311083183009,796,3,0,5117.917890744393,1
inf,686.2916514080309,2,0.2702201580189611,528,4,0,8703.026491885365,0
inf,379.85819085686717,0,0.8491351831475624,850,3,2,6875.514323050901,0
inf,567.3107753341501,3,0.3131369436303204,673,2,1,10937.44306730522,0
inf,596.936358798236,5,0.24278100983802053,773,2,2,6047.970464345239,1
inf,600.8793125187403,5,0.10533103011187508,821,5,5,5531.258835775199,0
inf,326.11651471592774,9,0.8851147482174135,761,0,2,9621.463025463898,0
inf,640.1435558088625,3,0.4523259706130056,593,5,1,9328.073626244775,0
inf,634.477779816415,0,0.18519412841363797,726,0,1,5783.444750993453,0
inf,393.2607231758127,2,0.5500313068274107,836,5,1,7116.103186641856,0
inf,573.3420734481435,1,0.4497711706761755,535,3,2,8806.716825735151,0
inf,525.4262209439546,6,0.28428971802062175,373,2,3,5887.553197252263,0
inf,623.8980927263201,7,0.4137918769459985,493,4,1,11933.336168442469,0
inf,429.2931926025526,10,0.6247883243534266,850,3,1,7681.781354892122,0
inf,440.4704777536645,3,0.6814261741379766,806,0,1,9462.297000047083,1
inf,489.93676076650945,0,0.14680813816334265,777,9,4,7056.612579016544,1
inf,292.06203543749996,6,0.7399640194174677,789,5,0,8805.751488789952,1
inf,527.1492460926866,4,0.5915369456135907,780,1,0,7096.744415764231,0
inf,311.46091246125854,3,0.5392519985252048,850,10,3,5686.289033070589,0
inf,446.1877027773437,7,0.21477819680747473,785,8,4,5621.458880820398,0
inf,439.65092857753694,4,0.17354000279898835,850,10,5,5562.98827135638,0
inf,578.651155900309,6,0.4882422969811294,615,3,1,10022.88957161295,0
inf,455.7923018353289,1,0.6922209746958392,823,0,0,7973.087549690074,0
inf,604.7617016778875,5,0.5435770729020174,832,0,3,35009.69474490661,0
inf,660.4506737017341,0,0.7390253732068339,515,11,3,22464.862750982677,0
inf,641.2405968616328,1,0.4745908588179147,614,5,1,9467.954401508478,0
inf,718.7178168945372,2,0.5960732467116276,708,6,1,48615.00791527093,0
inf,462.12728556524263,13,0.5888367519637433,489,2,3,13319.18233017849,0
inf,193.22769591700086,1,0.6202436595958825,776,5,5,5074.319309489121,1
inf,402.04926229685697,5,0.6166457901685948,802,2,0,6646.757830435345,1
inf,371.2573045987065,9,0.5517882446770401,712,5,0,9952.413847024045,0
inf,542.4731494979605,3,0.665768299580966,619,7,6,6429.00620764406,0
inf,473.6213328521636,4,0.4632605312035021,309,4,5,7654.287522062147,0
inf,454.2705704087982,6,0.6934833602933255,850,2,1,20672.605203100284,0
inf,541.49822160888,6,0.24097703497302353,618,3,1,8400.735155755605,0
inf,251.9077748969201,2,0.7142329069114572,850,7,0,5745.0579524765535,1
inf,473.43553314739273,6,0.16943776277400774,850,7,1,5128.303091426795,1
inf,407.10969557227554,0,0.6537526035761698,759,3,1,11174.344276646607,1
inf,525.3092402195921,5,1.180510812625353,459,16,10,51187.73717372842,0
inf,615.7587761574423,1,0.7493466886290374,666,6,1,51202.00732086724,0
inf,725.4480511365452,4,0.2830262005529815,626,2,2,16667.19411499662,0
inf,710.0035978212622,4,0.11360499225336504,502,2,0,6351.141883928398,0
inf,678.3580093917635,7,0.10557641394404596,603,2,3,12868.504667720814,0
inf,471.3329700260602,2,0.5272528862762803,706,0,0,6493.944084036182,0
inf,678.4516694121315,7,0.16259388897819524,588,2,1,5447.788675501051,0
inf,658.2040000902795,0,0.368517167587182,658,2,0,9231.909168555196,0
inf,305.9428862828702,5,0.6206762086949513,750,7,0,9860.4015856305,1
inf,268.38844360110414,12,0.4945270895320182,687,10,3,7457.465207245439,1
inf,607.0191785820791,2,0.6129376472099067,519,7,3,14442.512123535844,0
inf,691.7672222209609,0,0.0038294493784002404,616,2,4,6217.072050737249,0
inf,358.57021760914085,1,0.814807490905606,850,5,2,9053.103683018173,0
inf,658.9715139944035,1,0.04762274700458319,779,4,2,5236.286382580987,1
inf,380.84446755274394,0,0.532352124680817,409,3,8,5334.6378503194965,0
inf,596.1590431932541,4,0.8642493617797173,848,6,0,16036.342030196216,0
inf,549.1734345797119,8,0.5808502299480954,419,4,2,40246.42764807432,0
inf,385.4533401988849,9,0.49364328285749143,850,6,2,5416.177475377608,0
inf,319.7581899068289,11,0.6412546261083816,714,5,0,8798.26509686494,1
inf,199.18996895350142,1,0.8435806825163445,729,3,5,5702.508115898594,1
inf,762.2777909061323,2,0.5529994620786,557,11,1,14218.780914839841,0
inf,369.75339565157765,3,0.384687351838748,591,4,2,5784.454853655126,0
inf,466.138062048332,4,0.7034865770885819,371,7,7,11785.841459081545,0
inf,436.4943996016356,6,0.8186462852257517,729,3,3,7780.810977742682,1
inf,305.9744089265811,0,0.8275762242080666,850,7,2,14545.857978830132,0
inf,362.4980987433113,4,0.7478100923397104,735,0,4,6018.345210845763,1
inf,432.8078877005425,8,0.6526919042168124,850,4,3,8496.257012061398,0
inf,489.05488930385854,0,0.4037549499218577,361,1,3,10584.307677228064,0
inf,446.6203044119748,0,0.7874164590400838,850,1,1,25566.597204345926,0
inf,622.4239296726277,1,0.1894393921385972,531,0,1,9000.531620954593,0
inf,601.5289001364943,0,0.19247187208052377,748,4,3,7969.839844934369,1
inf,250.31153953679538,11,0.3316859787543355,777,11,0,5176.55396522611,1
inf,515.3566674228092,3,0.38534491486571754,602,0,0,7141.7963245884375,0
inf,573.7758701615396,3,0.13743786897606783,703,4,3,5955.463274400641,0
inf,731.831841872181,6,0.12041388266238043,401,5,0,7276.27642201967,0
inf,574.6056375743838,3,0.8081355857264618,850,3,0,25874.98418970999,0
inf,636.5264167954285,8,0.911400559040666,802,10,2,16441.567378226373,0
inf,435.22236110705705,2,0.2564106184621265,506,15,6,5830.935230911496,0
inf,742.0063718441969,2,0.47216478894795183,850,5,0,7247.346673670236,1
inf,433.06463209684193,0,0.8176352552037129,325,6,6,50274.8049105901,0
inf,520.84399230347,8,0.5876925569364344,850,1,1,10552.851257735623,1
inf,511.6448163485437,8,0.47943177795134545,604,1,2,8299.073859996008,0
inf,494.63638005355415,3,0.7796899433967492,850,1,2,16245.808535922051,0
inf,515.5647839905512,5,0.25712264613907637,755,5,2,6363.596603322931,1
inf,414.112414520289,1,0.4330167269658679,524,0,5,5447.08701372177,0
inf,588.2513106020831,8,0.7328541210205586,687,7,4,12711.78265590558,0
inf,657.191743653454,3,0.43500911244874685,653,4,0,8122.374904270853,0
inf,640.085987052065,0,0.5066683944133469,504,7,2,7864.028108184565,0
inf,477.5057967225687,10,0.6480987901175153,806,0,0,9029.019439497191,1
inf,572.2783315965858,2,0.34831701492515144,827,2,3,6404.681001986702,0
inf,630.7678735947405,1,0.014666060007066772,677,2,3,5145.317734701765,0
inf,586.3147126640769,1,0.6146157205419165,613,7,4,7746.882301719463,0
inf,609.2432927430732,1,0.38280160854586925,491,3,0,13401.350213176072,0
inf,409.0270342677418,5,0.10547728771607884,503,10,0,5108.448538771975,0
inf,477.4612368728919,3,0.2827319907268147,461,1,1,7008.014715307871,0
inf,512.8561839994945,1,0.3969317101346457,563,0,0,9474.038561658053,0
inf,445.38001174817555,3,0.9798940588564156,767,6,4,11223.47889901626,1
inf,262.9661671034406,4,0.5302129236082995,654,11,5,16645.589673233342,1
inf,685.9762745812207,10,0.0020891569880380767,726,2,3,5709.423249415241,1
inf,68.38970666775936,1,1.13208905201105,524,4,4,35473.64170782846,1
inf,542.4335579253759,2,0.3372413411461358,658,1,2,5408.793207337116,0
inf,542.874639251718,6,0.28982038736118365,683,3,2,7713.511525801201,0
inf,595.4357534050396,2,0.6601107691883543,829,4,0,9455.66242380183,1
inf,302.4453556213239,0,0.5775996561792628,716,5,2,6501.151148233918,1
inf,262.6883030254515,6,0.004840198224208225,300,10,2,5334.237504690189,0
inf,331.61071070146033,2,0.8082751570946203,725,0,4,6684.616406623835,1
inf,598.8908146692061,2,0.3540123727545949,695,2,1,5975.639055916516,0
inf,332.3175308660902,4,0.18247988451876046,529,8,1,5449.302953758715,1
inf,627.9472945380317,0,0.16410341021942965,694,6,3,5308.896130114321,1
inf,452.08981659141926,3,0.1549595855982417,778,9,3,5694.240485494485,1
inf,451.8170905359798,6,0.9605389013727168,641,5,3,27705.887237547722,1
inf,328.7075916929258,6,0.009561311519835747,575,13,1,5406.830290351069,1
inf,431.4377268397659,7,0.8092075722105907,491,7,8,8095.134640898565,0
inf,497.02960208208566,9,0.046119896959472995,654,8,3,6284.941390358538,1
inf,416.5458235250707,4,0.49872083265064787,525,1,5,5630.566053181089,0
inf,334.7788527749736,8,0.7901522275591191,791,1,4,8038.158567117505,1
inf,626.028640374222,2,0.3655128027221733,444,4,2,9288.141340506907,0
inf,500.6901207559451,6,0.40731872416508624,570,0,1,6818.033046345375,0
inf,555.0337994469958,1,0.9151387210621043,847,5,0,41762.7171114181,0
inf,263.7670134980138,6,0.18639620075309332,746,14,1,5322.276467569153,1
inf,564.4833072388918,0,0.43765572650074314,549,3,1,6515.330213115652,0
inf,356.06511432303813,1,0.7927613628390147,754,0,4,8111.933928597566,1
inf,594.15420778602,5,0.2062754496295952,598,0,0,5968.790136782331,0
inf,430.2502488045799,2,1.7104869846405775,850,10,3,138040.87168531402,0
inf,433.57578612084706,4,0.7638043249125184,812,0,2,8072.174103108202,1
inf,471.1684533569105,11,0.6177353578695753,788,0,1,7059.6315159333535,1
inf,578.8388543704906,1,0.5058200312984744,506,4,2,12617.042771607084,0
inf,697.9035696542571,1,0.2629646498645471,679,5,5,5144.456356113108,0
inf,327.28344491161306,1,0.023987770106259965,362,10,0,5439.578192440135,0
inf,409.61711435841505,7,0.6773644553012539,850,5,2,10352.131000662303,0
inf,615.4030867550897,2,0.5651669015054176,669,4,0,10165.069000573758,0
inf,361.4247137845379,4,0.28575212935188865,422,3,3,5615.0405667050245,0
inf,683.2183591766923,1,0.403167868236311,656,3,1,11575.006691767969,0
inf,665.0836657482585,2,0.4622287865380391,850,1,3,8487.358461625852,0
inf,776.1127922071742,0,0.1407838641861183,711,0,5,12563.987322961846,0
